,UNITID,NAME,CITY,STATE,ZIP,REGION,LOCALE,COSTT4_A,NPT4_PRIV,DEBT_MDN,FAMINC,ADM_RATE,SAT_AVG,UGDS,RET_FT4_POOLED,UGDS_WHITE,COST_CATEGORY
1028,224244,Dallas Christian College,Dallas,TX,75234-7299,6,21.0,31889.0,27877.0,14250.0,56344.104651,0.287,1012.0,212.0,0.5,0.4057,Middle cost
1029,224271,Dallas Institute of Funeral Service,Dallas,TX,75227-4314,6,11.0,20401.0,17737.0,9500.0,30830.438889,,,187.0,,0.508,Middle cost
1030,224323,University of Dallas,Irving,TX,75062-4736,6,12.0,53887.0,22209.0,17500.0,99722.962672,0.3913,1238.0,1467.0,0.8203,0.589,Middle cost
1031,224527,East Texas Baptist University,Marshall,TX,75670-1498,6,32.0,37577.0,21484.0,12000.0,63936.972603,0.5449,1051.0,1401.0,0.5974,0.6638,Middle cost
1032,225247,Hardin-Simmons University,Abilene,TX,79698-0001,6,12.0,38708.0,20659.0,14500.0,67210.672152,0.842,1085.0,1719.0,0.7092,0.623,Middle cost
1033,225399,Houston Baptist University,Houston,TX,77074-3298,6,11.0,41722.0,20894.0,13666.0,54440.366393,0.7002,1120.0,2311.0,0.7035,0.2371,Middle cost
1034,225548,Howard Payne University,Brownwood,TX,76801-2794,6,33.0,39386.0,22371.0,10265.0,61257.177843,0.5793,1041.0,895.0,0.4842,0.5128,Middle cost
1035,225575,Huston-Tillotson University,Austin,TX,78702-2795,6,11.0,23786.0,16532.0,18128.0,36030.796636,0.4689,897.0,1084.0,0.5821,0.0535,Middle cost
1036,225627,University of the Incarnate Word,San Antonio,TX,78209,6,11.0,41978.0,23441.0,22916.0,50920.114955,0.8794,1044.0,5312.0,0.7486,0.186,Middle cost
1037,225876,Jacksonville College-Main Campus,Jacksonville,TX,75766-4759,6,32.0,15668.0,10767.0,2875.0,28088.692913,,,281.0,,0.3132,Lower cost
1038,225885,Jarvis Christian College,Hawkins,TX,75765-1470,6,42.0,23840.0,12384.0,12000.0,27127.906977,,,955.0,0.4924,0.0429,Middle cost
1039,226231,LeTourneau University,Longview,TX,75602,6,13.0,42509.0,22105.0,19000.0,59996.069182,0.4553,1205.0,1771.0,0.8007,0.6341,Middle cost
1040,226383,Lubbock Christian University,Lubbock,TX,79407-2099,6,11.0,33984.0,23437.0,14668.0,64116.881499,0.8966,1094.0,1393.0,0.69,0.6683,Middle cost
1041,226471,University of Mary Hardin-Baylor,Belton,TX,76513-2599,6,23.0,39824.0,24346.0,17975.0,63901.643473,0.8668,1123.0,3362.0,0.7294,0.5544,Middle cost
1042,226587,McMurry University,Abilene,TX,79697,6,12.0,40145.0,21562.0,14241.0,55338.833807,0.4124,1057.0,1080.0,0.6207,0.4861,Middle cost
1043,227331,Our Lady of the Lake University,San Antonio,TX,78207-4689,6,11.0,39203.0,17506.0,17464.0,39792.833333,0.9273,1002.0,1383.0,0.6545,0.102,Middle cost
1044,227429,Paul Quinn College,Dallas,TX,75241,6,11.0,18050.0,12530.0,9561.0,24616.547569,0.9009,836.0,549.0,0.6491,0.0091,Lower cost
1045,227757,Rice University,Houston,TX,77005-1827,6,11.0,63158.0,20879.0,10250.0,84483.635071,0.1113,1513.0,3962.0,0.9703,0.3324,Higher cost
1046,227845,Saint Edward's University,Austin,TX,78704-6489,6,11.0,57226.0,24082.0,20284.0,70504.140792,0.8639,1185.0,3757.0,0.7931,0.367,Higher cost
1047,227863,University of St Thomas,Houston,TX,77006-4696,6,11.0,43207.0,18467.0,14938.0,51529.245066,0.8224,1159.0,1909.0,0.8363,0.2069,Middle cost
1048,228042,Schreiner University,Kerrville,TX,78028-5697,6,33.0,37389.0,20424.0,14250.0,66169.192024,0.9122,1051.0,1207.0,0.6563,0.4938,Middle cost
1049,228149,St. Mary's University,San Antonio,TX,78228,6,11.0,40192.0,17850.0,19000.0,53377.059583,0.7497,1162.0,2356.0,0.7437,0.1498,Middle cost
1050,228246,Southern Methodist University,Dallas,TX,75275-0221,6,21.0,71875.0,36575.0,17750.0,107171.99546,0.5123,1395.0,6448.0,0.9079,0.643,Higher cost
1051,228325,Southwestern Assemblies of God University,Waxahachie,TX,75165,6,21.0,34240.0,25240.0,14250.0,48154.217391,0.9069,1045.0,1651.0,0.7068,0.6111,Middle cost
1052,228343,Southwestern University,Georgetown,TX,78626,6,13.0,54285.0,26393.0,21899.0,98483.840637,0.4502,1238.0,1430.0,0.8371,0.6105,Middle cost
1053,228468,Southwestern Adventist University,Keene,TX,76059,6,31.0,31071.0,19334.0,20550.0,50691.139303,0.5533,1020.0,755.0,0.729,0.2053,Middle cost
1054,228486,Southwestern Christian College,Terrell,TX,75160-4812,6,32.0,15829.0,6384.0,8410.0,28003.932331,,,87.0,0.5263,0.0115,Lower cost
1055,228875,Texas Christian University,Fort Worth,TX,76129,6,11.0,62669.0,37513.0,19000.0,109988.24839,0.4073,1287.0,9407.0,0.9106,0.6929,Higher cost
1056,228884,Texas College,Tyler,TX,75702,6,12.0,25376.0,19520.0,9500.0,26461.874862,,,1042.0,0.5725,0.0307,Middle cost
1057,228981,Texas Lutheran University,Seguin,TX,78155-5999,6,31.0,42064.0,19301.0,15000.0,74734.477401,0.5428,1086.0,1361.0,0.7163,0.4908,Middle cost
1058,229160,Texas Wesleyan University,Fort Worth,TX,76105-1536,6,11.0,40838.0,21614.0,12500.0,40082.836879,0.3586,1047.0,1445.0,0.5404,0.29,Middle cost
1059,229267,Trinity University,San Antonio,TX,78212-7200,6,11.0,56880.0,23016.0,19500.0,106897.33108,0.3416,1355.0,2462.0,0.8971,0.5682,Higher cost
1060,229780,Wayland Baptist University,Plainview,TX,79072,6,33.0,30334.0,21855.0,14000.0,41946.46611,0.9804,1003.0,3169.0,0.4532,0.3645,Middle cost
1061,229887,Wiley College,Marshall,TX,75670,6,32.0,20368.0,15603.0,16100.0,24266.302378,,,1002.0,0.4784,0.0499,Middle cost
1062,230038,Brigham Young University-Provo,Provo,UT,84602,7,12.0,18136.0,13181.0,8750.0,59069.908336,0.6447,1324.0,31441.0,0.89,0.8141,Lower cost
1063,230047,Brigham Young University-Hawaii,Laie,HI,96762-1294,8,31.0,18043.0,12793.0,5500.0,54040.139501,0.4478,1169.0,3040.0,0.6268,0.3395,Lower cost
1064,230418,LDS Business College,Salt Lake City,UT,84101-3500,7,12.0,11544.0,6424.0,3500.0,39035.384986,,,1996.0,,0.4634,Lower cost
1065,230621,Stevens-Henager College,West Haven,UT,84401,7,21.0,32208.0,26988.0,9264.0,19087.957121,,,200.0,0.5807,0.63,Middle cost
1066,230630,Stevens-Henager College,Orem,UT,84058,7,13.0,32402.0,25196.0,9264.0,19087.957121,,,125.0,0.6923,0.648,Middle cost
1067,230807,Westminster College,Salt Lake City,UT,84105,7,12.0,45119.0,22793.0,17500.0,76867.218789,0.9292,1185.0,1946.0,0.8103,0.7025,Middle cost
1068,230816,Bennington College,Bennington,VT,05201-6003,1,32.0,70760.0,29386.0,19500.0,99072.3125,0.5703,,720.0,0.7542,0.5917,Higher cost
1069,230852,Champlain College,Burlington,VT,05401,1,13.0,57607.0,35549.0,18373.0,81158.048206,0.7541,1193.0,3686.0,0.7815,0.6772,Higher cost
1070,230889,Goddard College,Plainfield,VT,05667-9432,1,42.0,29115.0,23187.0,18750.0,32437.172185,1.0,,180.0,0.5652,0.4833,Middle cost
1071,230898,Green Mountain College,Poultney,VT,05764-1199,1,42.0,50425.0,19972.0,12000.0,65961.475862,0.7158,1085.0,425.0,0.7246,0.6941,Middle cost
1072,230940,Marlboro College,Marlboro,VT,05344-0300,1,42.0,55625.0,17497.0,19472.0,75768.773585,0.5897,,140.0,0.7439,0.7286,Higher cost
1073,230959,Middlebury College,Middlebury,VT,05753,1,32.0,69464.0,25587.0,12503.0,94718.951763,0.1671,1439.0,2550.0,0.9613,0.6208,Higher cost
1074,230995,Norwich University,Northfield,VT,05663-1035,1,32.0,56003.0,25581.0,15222.0,83351.843927,0.6591,,3120.0,0.7903,0.717,Higher cost
1075,231059,Saint Michael's College,Colchester,VT,05439,1,22.0,57461.0,29490.0,21500.0,127091.82576,0.8265,,1655.0,0.8302,0.8205,Higher cost
1076,231077,College of St Joseph,Rutland,VT,05701-3899,1,32.0,38472.0,21080.0,14125.0,38826.87234,0.4661,,143.0,0.479,0.6014,Middle cost
1077,231086,Southern Vermont College,Bennington,VT,05201,1,41.0,37775.0,24599.0,12000.0,64383.900901,0.9132,,341.0,0.6125,0.6012,Middle cost
1078,231095,Sterling College,Craftsbury Common,VT,05827-0072,1,43.0,50134.0,24066.0,11500.0,50393.700935,0.9333,,107.0,0.6182,0.785,Middle cost
1079,231420,Averett University,Danville,VA,24541,5,32.0,45091.0,19749.0,16737.0,54227.402967,0.6061,953.0,943.0,0.6272,0.561,Middle cost
1080,231554,Bluefield College,Bluefield,VA,24605,5,32.0,36657.0,21997.0,12500.0,48148.905918,0.9536,980.0,887.0,0.5156,0.6043,Middle cost
1081,231581,Bridgewater College,Bridgewater,VA,22812-1599,5,23.0,48830.0,19836.0,17187.0,81777.919323,0.6608,1082.0,1830.0,0.7125,0.6475,Middle cost
1082,231651,Regent University,Virginia Beach,VA,23464,5,11.0,29366.0,18403.0,9759.0,38934.090093,0.8167,1057.0,4161.0,0.7712,0.5542,Middle cost
1083,231837,Radford University-Carilion,Roanoke,VA,24013,5,13.0,40764.0,27000.0,,58192.784708,0.2995,1022.0,774.0,0.663,0.792,Middle cost
1084,232025,Emory & Henry College,Emory,VA,24327-0947,5,41.0,47025.0,18182.0,19000.0,64755.489209,0.6952,1075.0,964.0,0.7486,0.7749,Middle cost
1085,232043,Eastern Mennonite University,Harrisonburg,VA,22802-2462,5,13.0,47688.0,24326.0,18000.0,71293.289286,0.592,1144.0,1030.0,0.7518,0.6932,Middle cost
1086,232089,Ferrum College,Ferrum,VA,24088-9000,5,42.0,46382.0,21904.0,12000.0,52381.640998,0.754,973.0,1121.0,0.4864,0.5112,Middle cost
1087,232256,Hampden-Sydney College,Hampden-Sydney,VA,23943-0128,5,42.0,60360.0,30321.0,21000.0,117757.67602,0.5903,1164.0,1072.0,0.8246,0.8563,Higher cost
1088,232265,Hampton University,Hampton,VA,23668-0099,5,12.0,40521.0,28568.0,16000.0,72451.433764,0.4385,,3661.0,0.7616,0.0142,Middle cost
1089,232308,Hollins University,Roanoke,VA,24020,5,22.0,53773.0,20762.0,22500.0,69075.582915,0.6392,1204.0,666.0,0.7763,0.6426,Middle cost
1090,232557,Liberty University,Lynchburg,VA,24515,5,13.0,38076.0,27883.0,16790.0,45801.487319,0.5554,1133.0,45370.0,0.8288,0.5219,Middle cost
1091,232609,University of Lynchburg,Lynchburg,VA,24501-3113,5,13.0,50299.0,23687.0,21500.0,86298.679916,,,1986.0,0.7705,0.7583,Middle cost
1092,232618,Centra College of Nursing,Lynchburg,VA,24501,5,13.0,32062.0,28557.0,12000.0,43906.437158,,,369.0,,0.8618,Middle cost
1093,232672,Mary Baldwin University,Staunton,VA,24401,5,13.0,43207.0,16460.0,18420.0,44545.515232,0.9991,1053.0,1248.0,0.6807,0.5321,Middle cost
1094,232706,Marymount University,Arlington,VA,22207-4299,5,12.0,45204.0,24933.0,19575.0,67348.395669,0.9091,1065.0,2243.0,0.7548,0.3464,Middle cost
1095,233295,Randolph-Macon College,Ashland,VA,23005-5505,5,21.0,53515.0,26264.0,21500.0,102436.17504,0.6711,1139.0,1478.0,0.8468,0.7639,Middle cost
1096,233301,Randolph College,Lynchburg,VA,24503-1555,5,13.0,54270.0,23825.0,17625.0,79536.90678,0.8668,1081.0,587.0,0.6581,0.6422,Middle cost
1097,233374,University of Richmond,University of Richmond,VA,23173,5,12.0,64785.0,25911.0,19000.0,102442.92485,0.3017,1401.0,3215.0,0.9324,0.5869,Higher cost
1098,233408,Riverside College of Health Careers,Newport News,VA,23601,5,12.0,20343.0,14528.0,13500.0,46571.866667,0.2727,,328.0,,0.6738,Middle cost
1099,233426,Roanoke College,Salem,VA,24153-3794,5,22.0,58293.0,26256.0,22500.0,101020.69855,0.7249,1154.0,1981.0,0.8102,0.8122,Higher cost
1100,233541,Shenandoah University,Winchester,VA,22601-5195,5,13.0,45577.0,29001.0,20500.0,83916.891501,0.7029,1103.0,2022.0,0.8175,0.5945,Middle cost
1101,233611,Southern Virginia University,Buena Vista,VA,24416,5,32.0,26624.0,17560.0,11955.0,70098.613108,0.6925,1137.0,961.0,0.8079,0.7107,Middle cost
1102,233718,Sweet Briar College,Sweet Briar,VA,24595-9998,5,22.0,53912.0,22672.0,12210.0,63847.085106,0.7569,1120.0,313.0,0.7277,0.722,Middle cost
1103,234137,Virginia University of Lynchburg,Lynchburg,VA,24501,5,13.0,25329.0,21012.0,9500.0,23995.060942,,,233.0,0.9131,0.0086,Middle cost
1104,234164,Virginia Union University,Richmond,VA,23220,5,12.0,30864.0,22076.0,24413.0,37213.75736,0.4375,884.0,1132.0,0.5997,0.0088,Middle cost
1105,234173,Virginia Wesleyan University,Virginia Beach,VA,23455,5,11.0,49558.0,24311.0,16000.0,65076.045849,0.7041,1091.0,1302.0,0.6283,0.53,Middle cost
1106,234207,Washington and Lee University,Lexington,VA,24450-2116,5,32.0,67150.0,27083.0,19500.0,145228.22183,0.2116,1444.0,1822.0,0.9648,0.8074,Higher cost
1107,234915,City University of Seattle,Seattle,WA,98121,8,11.0,30940.0,23557.0,15625.0,40166.044304,,,651.0,0.75,0.4962,Middle cost
1108,235024,Cornish College of the Arts,Seattle,WA,98121,8,11.0,56257.0,34448.0,19990.0,82008.542005,0.7746,,623.0,0.7335,0.6067,Higher cost
1109,235316,Gonzaga University,Spokane,WA,99258-0001,8,12.0,57052.0,33545.0,21000.0,128655.78528,0.6562,1282.0,5237.0,0.941,0.7157,Higher cost
1110,235422,Heritage University,Toppenish,WA,98948,8,41.0,25170.0,9361.0,12500.0,30386.033408,,,758.0,0.7023,0.1398,Middle cost
1111,236133,Northwest University,Kirkland,WA,98083-0579,8,21.0,41757.0,26932.0,14000.0,59103.001059,0.9521,1138.0,922.0,0.8182,0.6681,Middle cost
1112,236230,Pacific Lutheran University,Tacoma,WA,98447-0003,8,21.0,53352.0,23821.0,19000.0,74721.579268,0.7979,1172.0,2739.0,0.8312,0.5904,Middle cost
1113,236328,University of Puget Sound,Tacoma,WA,98416,8,12.0,63474.0,36075.0,19500.0,112275.19182,0.8831,,2363.0,0.8345,0.6936,Higher cost
1114,236452,Saint Martin's University,Lacey,WA,98503-7500,8,13.0,49064.0,21826.0,16060.0,61131.963605,0.9563,1111.0,1284.0,0.7734,0.4969,Middle cost
1115,236577,Seattle Pacific University,Seattle,WA,98119-1997,8,11.0,56185.0,28400.0,18500.0,83420.685881,0.9008,1145.0,2861.0,0.7955,0.5149,Higher cost
1116,236595,Seattle University,Seattle,WA,98122-4340,8,11.0,59495.0,34947.0,19000.0,98105.728972,0.7565,1246.0,4674.0,0.8479,0.423,Higher cost
1117,236896,Walla Walla University,College Place,WA,99324-1198,8,23.0,37494.0,21798.0,19606.0,81841.50597,0.5077,1114.0,1604.0,0.8538,0.7051,Middle cost
1118,237057,Whitman College,Walla Walla,WA,99362,8,13.0,64504.0,32627.0,13500.0,119078.20462,0.5015,1355.0,1446.0,0.9232,0.6604,Higher cost
1119,237066,Whitworth University,Spokane,WA,99251,8,21.0,57005.0,27087.0,20500.0,81230.600363,0.9078,1194.0,2357.0,0.8385,0.6822,Higher cost
1120,237118,Alderson Broaddus University,Philippi,WV,26416-2035,5,32.0,38879.0,19385.0,11000.0,65638.097826,0.4253,1029.0,823.0,0.5395,0.633,Middle cost
1121,237136,Appalachian Bible College,Mount Hope,WV,25880-9557,5,41.0,24939.0,12652.0,6412.0,51092.569767,0.4524,1044.0,204.0,0.85,0.7255,Middle cost
1122,237181,Bethany College,Bethany,WV,26032,5,41.0,42674.0,19268.0,23375.0,65508.967254,0.9077,1028.0,555.0,0.6829,0.5405,Middle cost
1123,237312,University of Charleston,Charleston,WV,25304,5,13.0,41701.0,20608.0,12000.0,56138.783063,0.5042,1057.0,1910.0,0.6332,0.4817,Middle cost
1124,237358,Davis & Elkins College,Elkins,WV,26241-3996,5,33.0,40551.0,17405.0,13212.0,54984.12854,0.3695,1005.0,756.0,0.6997,0.5185,Middle cost
1125,237640,Ohio Valley University,Vienna,WV,26105-8000,5,13.0,30171.0,17462.0,12000.0,55044.349624,0.3443,1078.0,386.0,0.6441,0.601,Middle cost
1126,237969,West Virginia Wesleyan College,Buckhannon,WV,26201-2994,5,33.0,44409.0,18379.0,19000.0,73880.951788,0.7017,1102.0,1176.0,0.7211,0.7517,Middle cost
1127,238078,Wheeling University,Wheeling,WV,26003,5,13.0,39647.0,16648.0,12500.0,68107.790598,0.8634,1072.0,820.0,0.6551,0.6744,Middle cost
1128,238193,Alverno College,Milwaukee,WI,53234-3922,3,11.0,37091.0,17022.0,22447.0,46672.616834,0.6978,,1204.0,0.6934,0.4626,Middle cost
1129,238324,Bellin College,Green Bay,WI,54311,3,41.0,28340.0,24309.0,15000.0,83639.088785,0.8814,1170.0,377.0,0.8261,0.931,Middle cost
1130,238333,Beloit College,Beloit,WI,53511-5595,3,13.0,59283.0,14877.0,20941.0,89512.268245,0.564,1230.0,1212.0,0.8213,0.5239,Higher cost
1131,238430,Cardinal Stritch University,Milwaukee,WI,53217-3985,3,21.0,39319.0,18040.0,24809.0,52630.680342,0.7094,1035.0,1107.0,0.7459,0.3812,Middle cost
1132,238458,Carroll University,Waukesha,WI,53186,3,13.0,42918.0,22943.0,23250.0,86196.008346,0.6864,1165.0,2843.0,0.8006,0.797,Middle cost
1133,238476,Carthage College,Kenosha,WI,53140-1994,3,22.0,55732.0,27764.0,19500.0,93231.946863,0.6783,1173.0,2751.0,0.7729,0.6845,Higher cost
1134,238616,Concordia University-Wisconsin,Mequon,WI,53097-2402,3,21.0,43099.0,23889.0,19000.0,70980.020267,0.6473,1150.0,3272.0,0.7879,0.713,Middle cost
1135,238661,Edgewood College,Madison,WI,53711-1997,3,11.0,41916.0,25340.0,21000.0,71249.218833,0.7288,1133.0,1435.0,0.7758,0.7728,Middle cost
1136,238980,Lakeland University,Plymouth,WI,53073,3,41.0,39929.0,20351.0,19500.0,51485.586486,0.5198,1008.0,1765.0,0.6885,0.7161,Middle cost
1137,239017,Lawrence University,Appleton,WI,54911,3,13.0,58458.0,24801.0,20500.0,98603.78308,0.6248,1341.0,1431.0,0.8664,0.6261,Higher cost
1138,239071,Maranatha Baptist University,Watertown,WI,53094,3,31.0,25217.0,17013.0,12000.0,56314.049315,0.908,1147.0,623.0,0.6869,0.8668,Middle cost
1139,239080,Marian University,Fond Du Lac,WI,54935-4699,3,13.0,38180.0,20461.0,15960.0,65465.120627,0.6504,1030.0,1417.0,0.6688,0.7876,Middle cost
1140,239105,Marquette University,Milwaukee,WI,53233,3,11.0,54851.0,29693.0,20686.0,116442.79249,0.8166,1271.0,8200.0,0.8822,0.6922,Middle cost
1141,239309,Milwaukee Institute of Art & Design,Milwaukee,WI,53202-6003,3,11.0,46529.0,24832.0,20000.0,64624.439153,0.6401,,753.0,0.7784,0.6627,Middle cost
1142,239318,Milwaukee School of Engineering,Milwaukee,WI,53202-3109,3,11.0,51009.0,23706.0,24998.0,79418.647334,0.6311,1295.0,2582.0,0.8592,0.6778,Middle cost
1143,239390,Mount Mary University,Milwaukee,WI,53222-4597,3,11.0,41499.0,17706.0,19000.0,48188.385301,0.6198,1000.0,681.0,0.7573,0.4082,Middle cost
1144,239512,Northland College,Ashland,WI,54806-3999,3,33.0,47075.0,19187.0,15750.0,69989.859532,0.5096,,563.0,0.6826,0.7389,Middle cost
1145,239628,Ripon College,Ripon,WI,54971-0248,3,32.0,52216.0,18397.0,20500.0,79991.562005,0.69,1155.0,787.0,0.7534,0.7903,Middle cost
1146,239716,Saint Norbert College,De Pere,WI,54115-2099,3,22.0,47602.0,24928.0,21500.0,97589.061822,0.7768,1195.0,2099.0,0.8269,0.878,Middle cost
1147,239743,Holy Family College,Manitowoc,WI,54220-9319,3,32.0,40951.0,23248.0,12750.0,37601.329412,0.5,951.0,270.0,0.5586,0.5296,Middle cost
1148,240107,Viterbo University,La Crosse,WI,54601-8804,3,13.0,38690.0,19974.0,21500.0,78401.540632,0.758,1172.0,1709.0,0.7391,0.8724,Middle cost
1149,240338,Wisconsin Lutheran College,Milwaukee,WI,53226-4699,3,11.0,41162.0,21135.0,19500.0,75997.851138,0.8039,1142.0,1037.0,0.7874,0.8062,Middle cost
1150,240392,Herzing University-Madison,Madison,WI,53718,3,11.0,28472.0,23453.0,12233.0,26184.228503,1.0,,1558.0,0.3611,0.475,Middle cost
1151,241100,American University of Puerto Rico,Bayamon,PR,00960-2037,9,12.0,16705.0,9656.0,4338.0,11703.077244,,,396.0,0.5931,0.0,Lower cost
1152,241128,American University of Puerto Rico,Manati,PR,00674-1082,9,21.0,16432.0,9231.0,4338.0,11703.077244,,,544.0,0.6968,0.0,Lower cost
1153,241191,Universidad Adventista de las Antillas,Mayaguez,PR,00680-0000,9,22.0,13410.0,7808.0,12000.0,19324.984686,0.9907,,1125.0,0.7169,0.0044,Lower cost
1154,241216,Atlantic University College,Guaynabo,PR,00970,9,13.0,9627.0,4199.0,3667.0,18914.098451,,,1581.0,0.7418,0.0,Lower cost
1155,241225,Universidad Central de Bayamon,Bayamn,PR,00960-1725,9,12.0,12275.0,6617.0,6500.0,14126.449004,0.71,,1169.0,0.4778,0.0,Lower cost
1156,241331,Carlos Albizu University-San Juan,San Juan,PR,00902-3711,9,11.0,16481.0,10675.0,5500.0,21176.747368,0.6304,,380.0,0.7662,0.0053,Lower cost
1157,241377,Caribbean University-Bayamon,Bayamon,PR,00960-0493,9,12.0,8975.0,3402.0,6000.0,11130.437104,,,936.0,0.6716,0.0,Lower cost
1158,241386,Caribbean University-Carolina,Carolina,PR,00985,9,21.0,8981.0,2854.0,6000.0,11130.437104,,,288.0,0.6774,0.0,Lower cost
1159,241395,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,00614-4045,9,23.0,14025.0,8136.0,10500.0,16657.77064,0.9924,,510.0,0.7351,0.002,Lower cost
1160,241410,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,00717-9997,9,12.0,15161.0,9594.0,10500.0,16657.77064,0.9171,,5144.0,0.7895,0.0008,Lower cost
1161,241614,Universidad Teologica del Caribe,Trujillo Alto,PR,00978-0901,9,21.0,11582.0,6853.0,6625.0,14212.142132,,,262.0,0.4306,0.0,Lower cost
1162,241739,Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,00926-2602,9,11.0,13259.0,7349.0,9080.0,14044.009103,,,9331.0,0.6986,0.0,Lower cost
1163,241836,EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,00685,9,21.0,14049.0,8118.0,9500.0,13605.72,0.8522,,1064.0,0.75,0.0,Lower cost
1164,242121,Humacao Community College,Humacao,PR,00791,9,21.0,8734.0,4159.0,,6392.3319502,,,467.0,0.6316,0.0,Lower cost
1165,242617,Inter American University of Puerto Rico-San German,San German,PR,00683,9,13.0,14322.0,8960.0,6750.0,16031.450799,0.4525,,3747.0,0.7885,0.0027,Lower cost
1166,242626,Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,00603,9,21.0,13284.0,7587.0,5500.0,13857.716272,0.464,,3622.0,0.7363,0.0008,Lower cost
1167,242635,Inter American University of Puerto Rico-Arecibo,Arecibo,PR,00614,9,13.0,13476.0,8438.0,5500.0,13893.374334,0.2828,,3553.0,0.713,0.0028,Lower cost
1168,242644,Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,00794,9,21.0,13479.0,8085.0,2500.0,11647.744977,0.4017,,1513.0,0.7192,0.0,Lower cost
1169,242653,Inter American University of Puerto Rico-Metro,San Juan,PR,00919,9,11.0,17502.0,12050.0,,19480.368421,0.1793,,5377.0,0.7063,0.0076,Lower cost
1170,242662,Inter American University of Puerto Rico-Ponce,Mercedita,PR,00715-1602,9,22.0,13564.0,8026.0,4500.0,16473.805183,0.2754,,4155.0,0.7651,0.0022,Lower cost
1171,242680,Inter American University of Puerto Rico-Fajardo,Fajardo,PR,00738-7003,9,23.0,14186.0,8864.0,5500.0,14832.321658,0.571,,1750.0,0.73,0.0,Lower cost
1172,242699,Inter American University of Puerto Rico-Guayama,Guayama,PR,00784,9,13.0,13893.0,8566.0,6500.0,13212.336141,0.4308,,1585.0,0.7227,0.0006,Lower cost
1173,242705,Inter American University of Puerto Rico-Bayamon,Bayamon,PR,00957-6257,9,12.0,13508.0,8490.0,5500.0,17242.726244,0.3072,,4169.0,0.7355,0.0072,Lower cost
1174,243346,Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,00985-0985,9,21.0,13113.0,7178.0,7787.0,14592.806522,,,8794.0,0.7142,0.0,Lower cost
1175,243443,Universidad del Sagrado Corazon,Santurce,PR,00907,9,11.0,18503.0,13120.0,11750.0,22282.642173,0.3946,,4184.0,0.7443,0.0,Lower cost
1176,243568,Universidad Central Del Caribe,Bayamon,PR,00960-6032,9,12.0,15886.0,10506.0,7500.0,16953.551402,0.8889,,127.0,0.8438,0.0,Lower cost
1177,243577,Universidad Politecnica de Puerto Rico,Hato Rey,PR,00919,9,11.0,20563.0,15859.0,11000.0,23511.646524,,,3471.0,0.8488,0.0014,Middle cost
1178,243586,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,00680-1713,9,13.0,13521.0,7839.0,10500.0,16657.77064,0.962,,1155.0,0.6919,0.0009,Lower cost
1179,243601,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,00778-3030,9,21.0,13210.0,7676.0,7685.0,16057.580429,,,12734.0,0.758,0.0,Lower cost
1180,243744,Stanford University,Stanford,CA,94305,8,21.0,69109.0,12265.0,10207.0,80447.906699,0.0436,1497.0,7083.0,0.986,0.341,Higher cost
1181,243823,Parker University,Dallas,TX,75229-5668,6,11.0,34461.0,28053.0,9057.0,31890.153986,,,458.0,0.7791,0.3581,Middle cost
1182,243832,EDP University of Puerto Rico Inc-San Juan,San Juan,PR,00919-2303,9,11.0,13880.0,7326.0,9500.0,13605.72,0.8578,,1960.0,0.617,0.0,Lower cost
1183,244233,City College-Fort Lauderdale,Fort Lauderdale,FL,33309,5,12.0,29610.0,22420.0,21300.0,19433.695715,,,303.0,,0.1518,Middle cost
1184,245652,St. John's College,Santa Fe,NM,87505-4599,6,41.0,65456.0,40973.0,18435.0,76370.868056,0.6704,1301.0,320.0,0.7591,0.5313,Higher cost
1185,245953,Mid-America Christian University,Oklahoma City,OK,73170-9797,6,11.0,26902.0,12554.0,14015.0,38497.029074,,,1426.0,0.5784,0.2889,Middle cost
1186,247649,Landmark College,Putney,VT,05346,1,42.0,71560.0,39394.0,8750.0,102849.91444,0.5722,,393.0,0.6364,0.6565,Higher cost
1187,247773,Yeshiva Gedolah of Greater Detroit,Oak Park,MI,48237,3,21.0,14700.0,7751.0,,60025.470588,0.9375,,58.0,0.9152,1.0,Lower cost
1188,262086,Brandman University,Irvine,CA,92618,8,11.0,29792.0,26864.0,19587.0,41463.319825,0.7917,,4092.0,0.6923,0.2947,Middle cost
1189,363712,Yeshivah Gedolah Rabbinical College,Miami Beach,FL,33139,5,13.0,17300.0,8427.0,,34932.157895,,,34.0,0.2973,0.9118,Lower cost
1190,363907,Caribbean University-Ponce,Ponce,PR,00716-7733,9,12.0,9076.0,3078.0,6000.0,11130.437104,,,529.0,0.7369,0.0,Lower cost
1191,363916,Caribbean University-Vega Baja,Vega Baja,PR,00964,9,21.0,8415.0,2647.0,6000.0,11130.437104,,,200.0,0.6774,0.0,Lower cost
